date,2020,last3,last1,home,away,2019
2014-05-14,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-15,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-16,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-17,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-18,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-19,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-20,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-21,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-22,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-23,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-24,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-25,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-26,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-27,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-28,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-29,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-30,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-05-31,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-06-01,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-06-02,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-06-03,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-06-04,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-06-05,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-06-06,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-06-07,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
2014-06-08,6.8%,4.6%,4.2%,6.7%,6.9%,6.8%
